cg_ipo_id,symbol,yahoo_sector,yahoo_industry,sector,instrument,is_financial,is_realestate,source
1213,DELHIVERY.NS,Industrials,Integrated Freight & Logistics,Industrials,equity,0,0,yahoo
1248,VENUSPIPES.NS,Basic Materials,Steel,Materials,equity,0,0,yahoo
1252,PRUDENT.NS,Financial Services,Asset Management,Financials,equity,1,0,yahoo
1221,LICI.NS,Financial Services,Insurance - Life,Financials,equity,1,0,yahoo
1250,RAINBOW.NS,Healthcare,Medical Care Facilities,Healthcare,equity,0,0,yahoo
1249,CAMPUS.NS,Consumer Cyclical,Footwear & Accessories,Consumer Discretionary,equity,0,0,yahoo
1240,HARIOMPIPE.BO,Basic Materials,Steel,Materials,equity,0,0,yahoo
1236,VERANDA.NS,Consumer Defensive,Education & Training Services,Consumer Discretionary,equity,0,0,yahoo
1235,UMAEXPORTS.NS,Consumer Defensive,Farm Products,Consumer Discretionary,equity,0,0,yahoo
1217,MANYAVAR.NS,Consumer Cyclical,Apparel Manufacturing,Consumer Discretionary,equity,0,0,yahoo
1173,AWL.NS,Consumer Defensive,Packaged Foods,Consumer Discretionary,equity,0,0,yahoo
1209,AGSTRA.NS,Technology,Software - Infrastructure,Technology,equity,0,0,yahoo
1599,INNOVACAP.NS,Healthcare,Drug Manufacturers - Specialty & Generic,Healthcare,equity,0,0,yahoo
1597,AZAD.NS,Industrials,Specialty Industrial Machinery,Industrials,equity,0,0,yahoo
1595,MUFTI.NS,Consumer Cyclical,Apparel Retail,Consumer Discretionary,equity,0,0,yahoo
1588,RBZJEWEL.NS,Consumer Cyclical,Luxury Goods,Consumer Discretionary,equity,0,0,yahoo
1585,HAPPYFORGE.NS,Industrials,Metal Fabrication,Industrials,equity,0,0,yahoo
1589,SURAJEST.NS,Real Estate,Real Estate - Development,Real Estate,equity,0,1,yahoo
1587,MOTISONS.NS,Consumer Cyclical,Luxury Goods,Consumer Discretionary,equity,0,0,yahoo
1582,MUTHOOTMF.NS,Financial Services,Credit Services,Financials,equity,1,0,yahoo
1593,INOXINDIA.NS,Industrials,Specialty Industrial Machinery,Industrials,equity,0,0,yahoo
1581,DOMS.NS,Industrials,Business Equipment & Supplies,Industrials,equity,0,0,yahoo
1477,INDIASHLTR.NS,Financial Services,Mortgage Finance,Financials,equity,1,0,yahoo
1567,GANDHAR.NS,Energy,Oil & Gas Refining & Marketing,Energy,equity,0,0,yahoo
1418,TATATECH.NS,Technology,Information Technology Services,Technology,equity,0,0,yahoo
1568,FEDFINA.NS,Financial Services,Credit Services,Financials,equity,1,0,yahoo
1571,FLAIR.NS,Industrials,Business Equipment & Supplies,Industrials,equity,0,0,yahoo
1569,IREDA.NS,Financial Services,Credit Services,Financials,equity,1,0,yahoo
1563,ASKAUTOLTD.NS,Consumer Cyclical,Auto Parts,Consumer Discretionary,equity,0,0,yahoo
1545,PROTEAN.BO,Technology,Information Technology Services,Technology,equity,0,0,yahoo
1553,ESAFSFB.NS,Financial Services,Banks - Regional,Financials,equity,1,0,yahoo
1551,HONASA.NS,Consumer Defensive,Household & Personal Products,Consumer Discretionary,equity,0,0,yahoo
1552,CELLO.NS,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Consumer Discretionary,equity,0,0,yahoo
1547,BLUEJET.NS,Healthcare,Biotechnology,Healthcare,equity,0,0,yahoo
1543,IRMENERGY.NS,Utilities,Utilities - Regulated Gas,Energy,equity,0,0,yahoo
1539,PLAZACABLE.NS,Industrials,Electrical Equipment & Parts,Industrials,equity,0,0,yahoo
1525,VALIANTLAB.NS,Healthcare,Drug Manufacturers - Specialty & Generic,Healthcare,equity,0,0,yahoo
1528,UDS.NS,Industrials,Specialty Business Services,Industrials,equity,0,0,yahoo
1512,JSWINFRA.NS,Industrials,Marine Shipping,Industrials,equity,0,0,yahoo
1513,MVGJL.NS,Consumer Cyclical,Luxury Goods,Consumer Discretionary,equity,0,0,yahoo
1508,KALAMANDIR.NS,Consumer Cyclical,Apparel Retail,Consumer Discretionary,equity,0,0,yahoo
1382,SIGNATURE.NS,Real Estate,Real Estate - Development,Real Estate,equity,0,1,yahoo
1507,YATRA.NS,Consumer Cyclical,Travel Services,Consumer Discretionary,equity,0,0,yahoo
1505,ZAGGLE.NS,Technology,Software - Infrastructure,Technology,equity,0,0,yahoo
1502,SAMHI.NS,Consumer Cyclical,Lodging,Consumer Discretionary,equity,0,0,yahoo
1503,RRKABEL.NS,Industrials,Electrical Equipment & Parts,Industrials,equity,0,0,yahoo
1496,EMSLIMITED.NS,Industrials,Engineering & Construction,Industrials,equity,0,0,yahoo
1494,JLHL.NS,Healthcare,Medical Care Facilities,Healthcare,equity,0,0,yahoo
1488,RATNAVEER.NS,Basic Materials,Steel,Materials,equity,0,0,yahoo
1490,RISHABH.NS,Technology,Scientific & Technical Instruments,Technology,equity,0,0,yahoo
1485,VPRPL.NS,Industrials,Engineering & Construction,Industrials,equity,0,0,yahoo
1482,AEROFLEX.NS,Industrials,Metal Fabrication,Industrials,equity,0,0,yahoo
1479,PYRAMID.NS,Consumer Cyclical,Packaging & Containers,Consumer Discretionary,equity,0,0,yahoo
1475,TVSSCS.NS,Industrials,Integrated Freight & Logistics,Industrials,equity,0,0,yahoo
1472,CONCORDBIO.NS,Healthcare,Biotechnology,Healthcare,equity,0,0,yahoo
1470,SBFC.NS,Financial Services,Credit Services,Financials,equity,1,0,yahoo
1464,YATHARTH.NS,Healthcare,Medical Care Facilities,Healthcare,equity,0,0,yahoo
1459,NETWEB.NS,Technology,Computer Hardware,Technology,equity,0,0,yahoo
1456,UTKARSHBNK.NS,Financial Services,Banks - Regional,Financials,equity,1,0,yahoo
1452,SENCO.NS,Consumer Cyclical,Luxury Goods,Consumer Discretionary,equity,0,0,yahoo
1446,CYIENTDLM.NS,Industrials,Aerospace & Defense,Industrials,equity,0,0,yahoo
1442,IDEAFORGE.NS,Technology,Computer Hardware,Technology,equity,0,0,yahoo
1435,HMAAGRO.BO,Consumer Defensive,Packaged Foods,Consumer Discretionary,equity,0,0,yahoo
1430,IKIO.NS,Technology,Electronic Components,Technology,equity,0,0,yahoo
1412,MANKIND.NS,Healthcare,Drug Manufacturers - Specialty & Generic,Healthcare,equity,0,0,yahoo
1405,AVALON.NS,Technology,Electronic Components,Technology,equity,0,0,yahoo
1398,USK.NS,Industrials,Engineering & Construction,Industrials,equity,0,0,yahoo
1390,GSLSU.NS,Basic Materials,Building Materials,Materials,equity,0,0,yahoo
1383,DIVGIITTS.NS,Consumer Cyclical,Auto Parts,Consumer Discretionary,equity,0,0,yahoo
1934,,,,Industrials,equity,0,0,name
1942,,,,Industrials,equity,0,0,name
1945,,,,Energy,equity,0,0,rhp
1943,,,,Healthcare,equity,0,0,name
1939,,,,Healthcare,equity,0,0,rhp
1941,,,,Other,equity,0,0,unknown
1940,,,,Industrials,equity,0,0,rhp
1937,,,,Industrials,equity,0,0,rhp
1936,,,,Financials,equity,1,0,name
1933,,,,Energy,equity,0,0,rhp
1930,,,,Other,equity,0,0,unknown
1926,,,,Other,equity,0,0,unknown
1928,,,,Financials,equity,1,0,rhp
1925,,,,Healthcare,equity,0,0,name
1924,,,,Consumer Discretionary,equity,0,0,rhp
1918,,,,Healthcare,equity,0,0,name
1911,,,,Industrials,equity,0,0,name
1902,,,,Energy,equity,0,0,rhp
1904,,,,Industrials,equity,0,0,name
1899,,,,Financials,equity,1,0,rhp
1897,,,,Energy,equity,0,0,rhp
1896,,,,Other,equity,0,0,unknown
1898,,,,Other,equity,0,0,unknown
1881,,,,Energy,equity,0,0,rhp
1895,,,,Industrials,equity,0,0,rhp
1890,,,,Energy,equity,0,0,rhp
1888,,,,Other,equity,0,0,unknown
1879,,,,Industrials,equity,0,0,name
1883,,,,Energy,equity,0,0,rhp
1874,,,,Industrials,equity,0,0,rhp
1864,,,,Other,equity,0,0,unknown
1866,,,,Financials,equity,1,0,rhp
1849,,,,Real Estate,equity,0,1,name
1855,,,,Financials,equity,1,0,name
1844,,,,Other,equity,0,0,unknown
1841,,,,Consumer Discretionary,equity,0,0,name
1839,,,,Other,equity,0,0,unknown
1837,,,,Other,equity,0,0,unknown
1822,,,,Financials,equity,1,0,name
1835,,,,Industrials,equity,0,0,rhp
1829,,,,Industrials,equity,0,0,rhp
1825,,,,Consumer Discretionary,equity,0,0,name
1820,,,,Healthcare,equity,0,0,name
1818,,,,Energy,equity,0,0,rhp
1809,,,,Technology,equity,0,0,name
1811,,,,Other,equity,0,0,unknown
1542,,,,Consumer Discretionary,equity,0,0,rhp
1802,,,,Other,equity,0,0,unknown
1801,,,,Other,equity,0,0,unknown
1765,,,,Consumer Discretionary,equity,0,0,rhp
1798,,,,Energy,equity,0,0,rhp
1794,,,,Industrials,equity,0,0,rhp
1779,,,,Other,equity,0,0,unknown
1767,,,,Materials,equity,0,0,name
1766,,,,Healthcare,equity,0,0,rhp
1758,,,,Materials,equity,0,0,name
1580,,,,Consumer Discretionary,equity,0,0,name
1749,,,,Other,equity,0,0,unknown
1751,,,,Financials,equity,1,0,rhp
1746,,,,Other,equity,0,0,unknown
1742,,,,Technology,equity,0,0,name
1738,KRONOX.NS,Basic Materials,Specialty Chemicals,Materials,equity,0,0,yahoo
1730,AWFIS.NS,Industrials,Rental & Leasing Services,Industrials,equity,0,0,yahoo
1727,GODIGIT.NS,Financial Services,Insurance - Property & Casualty,Financials,equity,1,1,yahoo
1717,AADHARHFC.NS,Financial Services,Mortgage Finance,Financials,equity,1,0,yahoo
1716,TBOTEK.NS,Consumer Cyclical,Travel Services,Consumer Discretionary,equity,0,0,yahoo
1713,INDGN.NS,Healthcare,Health Information Services,Healthcare,equity,0,0,yahoo
1704,JNKINDIA.NS,Industrials,Specialty Industrial Machinery,Industrials,equity,0,0,yahoo
1694,BHARTIHEXA.NS,Communication Services,Telecom Services,Technology,equity,0,0,yahoo
1682,SRM.NS,Industrials,Engineering & Construction,Industrials,equity,0,0,yahoo
1665,KRYSTAL.NS,Industrials,Specialty Business Services,Industrials,equity,0,0,yahoo
1672,PVSL.NS,Consumer Cyclical,Auto & Truck Dealerships,Consumer Discretionary,equity,0,0,yahoo
1667,GOPAL.BO,Consumer Defensive,Packaged Foods,Consumer Discretionary,equity,0,0,yahoo
1663,JGCHEM.NS,Basic Materials,Other Industrial Metals & Mining,Materials,equity,0,0,yahoo
1620,RKSWAMY.NS,Communication Services,Advertising Agencies,Technology,equity,0,0,yahoo
1586,MUKKA.NS,Consumer Defensive,Packaged Foods,Consumer Discretionary,equity,0,0,yahoo
1642,EXICOM.NS,Industrials,Electrical Equipment & Parts,Industrials,equity,0,0,yahoo
1638,PLATIND.NS,Basic Materials,Specialty Chemicals,Materials,equity,0,0,yahoo
1655,GPTHEALTH.NS,Healthcare,Medical Care Facilities,Healthcare,equity,0,0,yahoo
1654,JUNIPER.NS,Consumer Cyclical,Lodging,Consumer Discretionary,equity,0,0,yahoo
1646,VSTL.NS,Basic Materials,Steel,Materials,equity,0,0,yahoo
1643,ENTERO.NS,Healthcare,Medical Distribution,Healthcare,equity,0,0,yahoo
1641,CAPITALSFB.NS,Financial Services,Banks - Regional,Financials,equity,1,0,yahoo
1640,JSFB.NS,Financial Services,Banks - Regional,Financials,equity,1,0,yahoo
1634,RPTECH.NS,Technology,Electronics & Computer Distribution,Technology,equity,0,0,yahoo
1635,PARKHOTELS.NS,Consumer Cyclical,Lodging,Consumer Discretionary,equity,0,0,yahoo
1632,BLSE.NS,Industrials,Specialty Business Services,Industrials,equity,0,0,yahoo
1616,NOVAAGRI.NS,Basic Materials,Agricultural Inputs,Materials,equity,0,0,yahoo
1619,EPACK.NS,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Consumer Discretionary,equity,0,0,yahoo
1612,MEDIASSIST.NS,Healthcare,Healthcare Plans,Healthcare,equity,0,0,yahoo
1611,JYOTICNC.NS,Industrials,Specialty Industrial Machinery,Industrials,equity,0,0,yahoo
